Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Total_Sales_Unit,Total_Revenue
1248,17,0.42740652978287685,8,21,5.810363411080678,6.944557331454029,0.9792396679857752,8.31618828538762,6.503346442100534,1.7960657387901404,2.1412338018471515,60,3.4045183493031703,728,5,6.509309009308359,6.503346442100533
9387,23,-2.2942299020960353,4,361,7.0396355693615735,3.9839095737318426,6.613793305647596,1.2997462013580645,6.471044380745772,,,96,,1696,8,6.470550475560468,6.471044380745771
3742,17,0.2573042527904449,0,497,5.527630814676072,7.043907927350746,1.1735346210085966,8.369748911983264,6.438742319391009,2.083065206928379,1.9831670900103942,72,4.758649835867983,1220,5,6.438251697437224,6.438742319391009
7378,6,-0.4231048551792832,7,361,5.011336508198095,4.977415532699019,9.94918999920603,1.6211099609319373,6.432281907120057,,,96,,1696,8,6.431791941812576,6.432281907120056
9385,4,-0.4231048551792832,4,361,5.834948854246296,5.811960538231447,3.796516486816686,4.941868809861955,6.309534073971962,,,96,,1696,8,6.309056584944255,6.309534073971961
1246,28,1.107815637752605,8,21,7.949296966489436,4.7985844600849274,-0.12176506581021306,4.620505050288082,6.277232012617199,0.28931853106438954,0.13905545191488955,23,3.482915435367449,728,5,6.270298051196364,6.2772320126171985
4739,26,0.7676110837677409,3,528,6.990464683030338,5.891441014948821,-0.251295034492094,5.423914449222765,6.193246653094818,0.3610683980989491,-0.5985892033233123,75,-0.2605454242018562,1539,2,6.192780983700583,6.193246653094818
6768,2,0.937713360760173,4,361,4.175431440567087,5.951051372486853,7.747180531614055,3.1208075056100095,6.051117583133865,0.6480678662371874,2.2993005136839093,69,0.4664093738487276,1020,1,6.050666359958315,6.051117583133864
5609,10,-1.7839230711187393,6,361,6.498755819717979,3.5666370709656285,6.970000719522769,0.5498974290190284,6.031736346321007,,,96,,1696,8,6.03128709308437,6.031736346321007
3931,28,0.5975088067753089,8,325,8.330371335556514,3.586507190144972,0.007764902871667912,3.9777775311403367,6.025275934050055,1.5808161376864618,3.827278728105899,76,3.354629294534993,256,5,6.024827337459721,6.025275934050055
3195,15,-1.6138207941263074,7,458,3.3764045376845044,4.619753387470836,10.370162397422144,4.888308183266309,5.934830162256722,1.6525660047210213,-0.3351446835953831,89,1.9951525521021611,1370,7,5.93439075871464,5.934830162256721
3925,28,0.937713360760173,8,325,7.850955193826965,4.242221123063309,-0.12176506581021306,3.7099743981621094,5.9283697499857695,1.2938166695482234,3.1950118807588685,67,5.5194579210826875,18,5,5.927931003089992,5.928369749985769
3723,15,-1.2736162401414433,6,458,4.445871315388884,6.507414709508471,5.221346142317376,2.424519359866619,5.786240680024816,1.7243158717555809,-0.17707797175862555,87,-0.048516941437102605,1130,7,5.785816379347725,5.786240680024815
4733,26,0.5975088067753089,3,528,6.806073859288203,5.37481791628589,-0.2189125423216238,3.9242169045446915,5.753938618670054,0.3610683980989491,-0.1243890678130397,70,-0.24629140855380555,1539,2,5.753517601224483,5.753938618670054
1246,17,1.107815637752605,8,21,4.716311190210681,6.924687212274685,0.9792396679857752,6.4415663545400275,5.702255320502434,0.1458187969952704,-0.8620337230512416,23,1.5764408424406728,728,5,5.701839556227295,5.702255320502434
